	-1.000000	-1.000000	2.01163e-05
	-0.979798	-1.000000	2.50239e-05
	-0.959596	-1.000000	-3.22991e-05
	-0.939394	-1.000000	-2.2067e-05
	-0.919192	-1.000000	-1.52147e-05
	-0.898990	-1.000000	3.95113e-05
	-0.878788	-1.000000	7.83862e-06
	-0.858586	-1.000000	3.36431e-05
	-0.838384	-1.000000	-1.86348e-05
	-0.818182	-1.000000	-3.92396e-05
	-0.797980	-1.000000	-4.63877e-05
	-0.777778	-1.000000	-2.2044e-06
	-0.757576	-1.000000	7.585e-05
	-0.737374	-1.000000	2.33091e-05
	-0.717172	-1.000000	-2.68025e-05
	-0.696970	-1.000000	1.81367e-05
	-0.676768	-1.000000	2.49197e-05
	-0.656566	-1.000000	1.98013e-05
	-0.636364	-1.000000	1.47262e-05
	-0.616162	-1.000000	-3.34133e-05
	-0.595960	-1.000000	-0.000115968
	-0.575758	-1.000000	-0.000224798
	-0.555556	-1.000000	-0.000240651
	-0.535354	-1.000000	-0.000228483
	-0.515152	-1.000000	-7.32328e-05
	-0.494949	-1.000000	0.000223704
	-0.474747	-1.000000	0.000635224
	-0.454545	-1.000000	0.00115669
	-0.434343	-1.000000	0.00172102
	-0.414141	-1.000000	0.00238632
	-0.393939	-1.000000	0.00306941
	-0.373737	-1.000000	0.00365674
	-0.353535	-1.000000	0.00416029
	-0.333333	-1.000000	0.00452497
	-0.313131	-1.000000	0.0046279
	-0.292929	-1.000000	0.00465676
	-0.272727	-1.000000	0.00444038
	-0.252525	-1.000000	0.00413367
	-0.232323	-1.000000	0.00377403
	-0.212121	-1.000000	0.00326577
	-0.191919	-1.000000	0.00283042
	-0.171717	-1.000000	0.00238424
	-0.151515	-1.000000	0.00191829
	-0.131313	-1.000000	0.00153588
	-0.111111	-1.000000	0.00120154
	-0.090909	-1.000000	0.000942474
	-0.070707	-1.000000	0.000664136
	-0.050505	-1.000000	0.000507747
	-0.030303	-1.000000	0.0003694
	-0.010101	-1.000000	0.000271452
	0.010101	-1.000000	0.000163115
	0.030303	-1.000000	0.000118875
	0.050505	-1.000000	9.20454e-05
	0.070707	-1.000000	6.64608e-05
	0.090909	-1.000000	1.31062e-05
	0.111111	-1.000000	2.2477e-05
	0.131313	-1.000000	3.76131e-05
	0.151515	-1.000000	-1.35899e-05
	0.171717	-1.000000	1.65889e-05
	0.191919	-1.000000	-2.63189e-06
	0.212121	-1.000000	7.35033e-06
	0.232323	-1.000000	-6.4629e-06
	0.252525	-1.000000	5.98294e-06
	0.272727	-1.000000	1.04981e-05
	0.292929	-1.000000	-2.11965e-05
	0.313131	-1.000000	6.02256e-06
	0.333333	-1.000000	1.40847e-05
	0.353535	-1.000000	-6.34988e-06
	0.373737	-1.000000	-6.19437e-06
	0.393939	-1.000000	-9.04681e-06
	0.414141	-1.000000	3.08838e-05
	0.434343	-1.000000	-3.08891e-05
	0.454545	-1.000000	2.32285e-05
	0.474747	-1.000000	-2.25257e-05
	0.494949	-1.000000	1.93081e-05
	0.515152	-1.000000	-9.26603e-06
	0.535354	-1.000000	-1.32653e-06
	0.555556	-1.000000	-4.22646e-07
	0.575758	-1.000000	2.67111e-05
	0.595960	-1.000000	-4.67049e-05
	0.616162	-1.000000	1.2535e-05
	0.636364	-1.000000	4.12963e-05
	0.656566	-1.000000	-4.01359e-05
	0.676768	-1.000000	2.26885e-06
	0.696970	-1.000000	4.7382e-06
	0.717172	-1.000000	1.84717e-05
	0.737374	-1.000000	-2.7633e-05
	0.757576	-1.000000	-4.55556e-06
	0.777778	-1.000000	6.45549e-05
	0.797980	-1.000000	-8.39156e-05
	0.818182	-1.000000	2.67333e-05
	0.838384	-1.000000	2.95649e-05
	0.858586	-1.000000	-1.42938e-05
	0.878788	-1.000000	-2.21231e-05
	0.898990	-1.000000	8.49122e-06
